,LOTTO GAME,DRAW DATE,JACKPOT,WINNERS,DAY,BALL 1,BALL 2,BALL 3,BALL 4,BALL 5,BALL 6
19593,Ultra Lotto 6/58,2017-05-05,50000000.0,0,Friday,26,33,58,56,39,37
19621,Ultra Lotto 6/58,2017-05-02,50000000.0,0,Tuesday,22,34,25,23,18,33
19638,Ultra Lotto 6/58,2017-04-30,50000000.0,0,Sunday,33,38,29,57,31,53
19656,Ultra Lotto 6/58,2017-04-28,50000000.0,0,Friday,14,44,46,56,31,16
19684,Ultra Lotto 6/58,2017-04-25,50000000.0,0,Tuesday,3,27,23,29,47,57
19701,Ultra Lotto 6/58,2017-04-23,50000000.0,0,Sunday,47,9,6,48,56,17
19719,Ultra Lotto 6/58,2017-04-21,50000000.0,0,Friday,24,23,34,2,29,32
19747,Ultra Lotto 6/58,2017-04-18,50000000.0,0,Tuesday,3,6,24,15,18,38
19775,Ultra Lotto 6/58,2017-04-11,50000000.0,0,Tuesday,51,13,6,25,15,58
19792,Ultra Lotto 6/58,2017-04-09,50000000.0,0,Sunday,57,24,45,50,25,40
19810,Ultra Lotto 6/58,2017-04-07,50000000.0,0,Friday,36,49,58,46,3,2
19838,Ultra Lotto 6/58,2017-04-04,50000000.0,0,Tuesday,23,21,30,26,44,34
19855,Ultra Lotto 6/58,2017-04-02,50000000.0,0,Sunday,22,48,57,12,33,43
19873,Ultra Lotto 6/58,2017-03-31,50000000.0,0,Friday,1,3,43,16,8,24
19901,Ultra Lotto 6/58,2017-03-28,286007372.0,3,Tuesday,10,21,23,6,27,9
19918,Ultra Lotto 6/58,2017-03-26,278292336.0,0,Sunday,39,17,44,1,12,13
19936,Ultra Lotto 6/58,2017-03-24,269964732.0,0,Friday,30,18,43,37,9,39
19964,Ultra Lotto 6/58,2017-03-21,260552992.0,0,Tuesday,24,53,10,38,4,49
19981,Ultra Lotto 6/58,2017-03-19,253374080.0,0,Sunday,51,48,4,39,9,19
19999,Ultra Lotto 6/58,2017-03-17,245373452.0,0,Friday,19,24,58,15,9,14
20027,Ultra Lotto 6/58,2017-03-14,236039676.0,0,Tuesday,6,7,19,16,36,4
20044,Ultra Lotto 6/58,2017-03-12,229801040.0,0,Sunday,16,2,10,9,54,35
20062,Ultra Lotto 6/58,2017-03-10,222461092.0,0,Friday,34,27,2,17,15,38
20090,Ultra Lotto 6/58,2017-03-07,213785808.0,0,Tuesday,28,10,50,38,36,24
20107,Ultra Lotto 6/58,2017-03-05,208548316.0,0,Sunday,21,34,58,14,57,9
20125,Ultra Lotto 6/58,2017-03-03,202094084.0,0,Friday,17,36,44,32,19,33
20153,Ultra Lotto 6/58,2017-02-28,195942668.0,0,Tuesday,11,26,20,19,56,31
20170,Ultra Lotto 6/58,2017-02-26,191732988.0,0,Sunday,11,34,46,2,27,45
20188,Ultra Lotto 6/58,2017-02-24,186053028.0,0,Friday,49,22,39,42,25,47
20216,Ultra Lotto 6/58,2017-02-21,180476548.0,0,Tuesday,35,48,29,56,17,33
20233,Ultra Lotto 6/58,2017-02-19,177204800.0,0,Sunday,9,3,40,53,27,20
20251,Ultra Lotto 6/58,2017-02-17,171602000.0,0,Friday,41,44,8,26,15,1
20279,Ultra Lotto 6/58,2017-02-14,166168836.0,0,Tuesday,3,34,6,13,7,19
20296,Ultra Lotto 6/58,2017-02-12,163993180.0,0,Sunday,32,47,18,26,57,58
20314,Ultra Lotto 6/58,2017-02-10,158496424.0,0,Friday,12,5,1,18,22,35
20358,Ultra Lotto 6/58,2017-02-05,152661032.0,0,Sunday,47,6,36,48,10,25
20376,Ultra Lotto 6/58,2017-02-03,147394816.0,0,Friday,17,30,6,13,43,31
20420,Ultra Lotto 6/58,2017-01-29,141918708.0,0,Sunday,23,47,34,14,52,57
20438,Ultra Lotto 6/58,2017-01-27,136957364.0,0,Friday,5,41,53,12,16,46
20482,Ultra Lotto 6/58,2017-01-22,131647064.0,0,Sunday,39,9,30,20,34,1
20500,Ultra Lotto 6/58,2017-01-20,127031376.0,0,Friday,40,43,39,21,52,46
20544,Ultra Lotto 6/58,2017-01-15,121745164.0,0,Sunday,22,52,43,54,4,18
20562,Ultra Lotto 6/58,2017-01-13,117257944.0,0,Friday,45,19,6,7,8,22
20606,Ultra Lotto 6/58,2017-01-08,112024060.0,0,Sunday,40,50,46,44,8,12
20624,Ultra Lotto 6/58,2017-01-06,107512772.0,0,Friday,21,17,54,47,8,2
20678,Ultra Lotto 6/58,2016-12-30,102271052.0,0,Friday,38,58,23,42,34,8
20732,Ultra Lotto 6/58,2016-12-23,97297272.0,0,Friday,40,14,34,45,20,36
20776,Ultra Lotto 6/58,2016-12-18,92744368.0,0,Sunday,8,56,7,43,13,17
20794,Ultra Lotto 6/58,2016-12-16,89365904.0,0,Friday,19,34,58,28,8,36
20838,Ultra Lotto 6/58,2016-12-11,85663640.0,0,Sunday,44,33,5,52,50,58
20856,Ultra Lotto 6/58,2016-12-09,82286924.0,0,Friday,55,23,29,22,53,41
20900,Ultra Lotto 6/58,2016-12-04,78599956.0,0,Sunday,30,2,17,42,1,3
20918,Ultra Lotto 6/58,2016-12-02,75242616.0,0,Friday,17,40,58,27,47,5
20962,Ultra Lotto 6/58,2016-11-27,71690560.0,0,Sunday,4,31,13,36,24,53
20980,Ultra Lotto 6/58,2016-11-25,68605832.0,0,Friday,46,32,10,56,27,48
21024,Ultra Lotto 6/58,2016-11-20,65464104.0,0,Sunday,58,53,26,42,54,28
21042,Ultra Lotto 6/58,2016-11-18,62442460.0,0,Friday,43,42,29,10,41,4
21086,Ultra Lotto 6/58,2016-11-13,59160064.0,0,Sunday,15,2,31,58,56,22
21104,Ultra Lotto 6/58,2016-11-11,56277080.0,0,Friday,8,51,7,32,37,17
21148,Ultra Lotto 6/58,2016-11-06,53142076.0,0,Sunday,54,48,58,42,21,15
21166,Ultra Lotto 6/58,2016-11-04,50585288.0,0,Friday,58,6,25,47,38,41
21210,Ultra Lotto 6/58,2016-10-30,50000000.0,0,Sunday,1,34,41,2,10,21
21228,Ultra Lotto 6/58,2016-10-28,50000000.0,0,Friday,46,32,2,57,15,3
21272,Ultra Lotto 6/58,2016-10-23,50000000.0,0,Sunday,26,44,4,57,21,54
21290,Ultra Lotto 6/58,2016-10-21,50000000.0,0,Friday,51,46,43,47,12,32
21334,Ultra Lotto 6/58,2016-10-16,50000000.0,0,Sunday,4,3,35,56,39,5
21352,Ultra Lotto 6/58,2016-10-14,50000000.0,0,Friday,49,31,25,52,53,33
21396,Ultra Lotto 6/58,2016-10-09,50000000.0,0,Sunday,37,16,13,44,54,25
21414,Ultra Lotto 6/58,2016-10-07,50000000.0,0,Friday,56,45,33,54,52,18
21458,Ultra Lotto 6/58,2016-10-02,50000000.0,0,Sunday,29,1,44,38,28,32
21476,Ultra Lotto 6/58,2016-09-30,50000000.0,0,Friday,51,49,47,25,39,5
21520,Ultra Lotto 6/58,2016-09-25,50000000.0,0,Sunday,56,50,52,14,21,25
21538,Ultra Lotto 6/58,2016-09-23,50000000.0,0,Friday,32,56,27,57,15,9
21582,Ultra Lotto 6/58,2016-09-18,50000000.0,0,Sunday,13,51,12,2,6,36
21600,Ultra Lotto 6/58,2016-09-16,50000000.0,0,Friday,23,41,13,46,43,58
21644,Ultra Lotto 6/58,2016-09-11,50000000.0,0,Sunday,11,15,20,8,49,37
21662,Ultra Lotto 6/58,2016-09-09,50000000.0,0,Friday,29,27,34,47,4,12
21706,Ultra Lotto 6/58,2016-09-04,50000000.0,0,Sunday,13,47,26,28,1,48
21724,Ultra Lotto 6/58,2016-09-02,50000000.0,0,Friday,48,34,36,16,27,35
21768,Ultra Lotto 6/58,2016-08-28,50000000.0,1,Sunday,20,12,2,3,15,22
21786,Ultra Lotto 6/58,2016-08-26,50000000.0,0,Friday,38,37,57,22,30,53
21830,Ultra Lotto 6/58,2016-08-21,50000000.0,0,Sunday,24,10,42,30,25,13
21848,Ultra Lotto 6/58,2016-08-19,50000000.0,0,Friday,7,38,40,31,53,30
21892,Ultra Lotto 6/58,2016-08-14,50000000.0,0,Sunday,5,54,48,17,1,39
21910,Ultra Lotto 6/58,2016-08-12,50000000.0,0,Friday,50,19,25,15,51,14
21954,Ultra Lotto 6/58,2016-08-07,50000000.0,0,Sunday,55,36,33,30,53,32
21972,Ultra Lotto 6/58,2016-08-05,50000000.0,0,Friday,2,9,6,30,52,8
22016,Ultra Lotto 6/58,2016-07-31,50000000.0,0,Sunday,21,27,55,47,46,19
22034,Ultra Lotto 6/58,2016-07-29,194605848.0,1,Friday,20,55,14,22,18,30
22078,Ultra Lotto 6/58,2016-07-24,188714904.0,0,Sunday,10,30,22,34,50,28
22096,Ultra Lotto 6/58,2016-07-22,184031148.0,0,Friday,9,47,4,20,52,5
22140,Ultra Lotto 6/58,2016-07-17,178240316.0,0,Sunday,39,5,11,26,16,28
22158,Ultra Lotto 6/58,2016-07-15,173368172.0,0,Friday,6,21,57,31,53,2
22202,Ultra Lotto 6/58,2016-07-10,167511164.0,0,Sunday,44,39,43,10,7,23
22220,Ultra Lotto 6/58,2016-07-08,162847140.0,0,Friday,11,27,51,2,16,41
22264,Ultra Lotto 6/58,2016-07-03,157515824.0,0,Sunday,54,23,32,4,14,38
22282,Ultra Lotto 6/58,2016-07-01,153031572.0,0,Friday,36,47,4,3,20,28
22326,Ultra Lotto 6/58,2016-06-26,148235564.0,0,Sunday,11,53,2,29,1,9
22344,Ultra Lotto 6/58,2016-06-24,143947844.0,0,Friday,51,49,25,40,31,45
22388,Ultra Lotto 6/58,2016-06-19,139216872.0,0,Sunday,45,46,7,3,49,58
22406,Ultra Lotto 6/58,2016-06-17,135285580.0,0,Friday,16,58,33,35,2,50
22450,Ultra Lotto 6/58,2016-06-12,130544376.0,0,Sunday,50,3,49,13,58,34
22468,Ultra Lotto 6/58,2016-06-10,126590668.0,0,Friday,39,19,54,6,22,12
22512,Ultra Lotto 6/58,2016-06-05,121868792.0,0,Sunday,22,5,7,25,53,32
22530,Ultra Lotto 6/58,2016-06-03,117896552.0,0,Friday,13,2,25,6,3,49
22574,Ultra Lotto 6/58,2016-05-29,113172840.0,0,Sunday,6,44,36,54,32,29
22592,Ultra Lotto 6/58,2016-05-27,109460484.0,0,Friday,11,50,56,53,12,9
22636,Ultra Lotto 6/58,2016-05-22,104963184.0,0,Sunday,31,40,42,51,6,18
22654,Ultra Lotto 6/58,2016-05-20,101301028.0,0,Friday,5,42,34,49,33,52
22698,Ultra Lotto 6/58,2016-05-15,97025016.0,0,Sunday,41,21,13,52,36,6
22716,Ultra Lotto 6/58,2016-05-13,93706916.0,0,Friday,8,12,9,50,13,46
22760,Ultra Lotto 6/58,2016-05-08,89902124.0,0,Sunday,49,52,22,1,46,41
22778,Ultra Lotto 6/58,2016-05-06,86865264.0,0,Friday,38,23,55,17,51,8
22822,Ultra Lotto 6/58,2016-05-01,83250596.0,0,Sunday,27,41,15,52,39,4
22840,Ultra Lotto 6/58,2016-04-29,80234380.0,0,Friday,35,56,30,46,57,8
22884,Ultra Lotto 6/58,2016-04-24,77209604.0,0,Sunday,36,35,51,38,46,30
22902,Ultra Lotto 6/58,2016-04-22,74383672.0,0,Friday,2,51,40,33,20,13
22946,Ultra Lotto 6/58,2016-04-17,71285768.0,0,Sunday,34,19,33,39,6,49
22964,Ultra Lotto 6/58,2016-04-15,68529988.0,0,Friday,7,53,13,50,22,1
23008,Ultra Lotto 6/58,2016-04-10,65823720.0,0,Sunday,53,48,44,4,46,11
23026,Ultra Lotto 6/58,2016-04-08,63714204.0,0,Friday,40,41,1,25,28,44
23070,Ultra Lotto 6/58,2016-04-03,60885856.0,0,Sunday,36,39,33,1,11,50
23088,Ultra Lotto 6/58,2016-04-01,58719148.0,0,Friday,47,25,20,44,6,55
23159,Ultra Lotto 6/58,2016-03-20,55709300.0,0,Sunday,29,8,33,46,35,21
23177,Ultra Lotto 6/58,2016-03-18,53409188.0,0,Friday,33,4,48,44,19,38
23221,Ultra Lotto 6/58,2016-03-13,50604224.0,0,Sunday,27,12,1,11,29,52
23239,Ultra Lotto 6/58,2016-03-11,50000000.0,0,Friday,25,7,36,39,31,30
23283,Ultra Lotto 6/58,2016-03-06,50000000.0,0,Sunday,48,37,33,34,41,50
23301,Ultra Lotto 6/58,2016-03-04,50000000.0,0,Friday,36,41,3,6,15,26
23345,Ultra Lotto 6/58,2016-02-28,50000000.0,0,Sunday,10,13,23,11,7,9
23363,Ultra Lotto 6/58,2016-02-26,50000000.0,0,Friday,44,58,9,41,23,35
23407,Ultra Lotto 6/58,2016-02-21,50000000.0,0,Sunday,39,33,19,21,9,55
23425,Ultra Lotto 6/58,2016-02-19,50000000.0,0,Friday,10,3,1,51,44,13
23469,Ultra Lotto 6/58,2016-02-14,50000000.0,0,Sunday,27,34,42,21,11,38
23487,Ultra Lotto 6/58,2016-02-12,50000000.0,0,Friday,47,30,49,27,46,42
23531,Ultra Lotto 6/58,2016-02-07,50000000.0,0,Sunday,40,55,20,13,32,23
23549,Ultra Lotto 6/58,2016-02-05,50000000.0,0,Friday,35,6,48,58,33,50
23593,Ultra Lotto 6/58,2016-01-31,50000000.0,0,Sunday,15,20,37,29,54,16
23611,Ultra Lotto 6/58,2016-01-29,50000000.0,0,Friday,44,12,54,33,4,53
23655,Ultra Lotto 6/58,2016-01-24,50000000.0,0,Sunday,25,43,49,57,6,13
23673,Ultra Lotto 6/58,2016-01-22,50000000.0,0,Friday,37,14,25,9,46,31
23717,Ultra Lotto 6/58,2016-01-17,50000000.0,0,Sunday,53,19,58,38,4,27
23735,Ultra Lotto 6/58,2016-01-15,50000000.0,0,Friday,22,16,45,56,54,39
23779,Ultra Lotto 6/58,2016-01-10,50000000.0,0,Sunday,23,54,31,5,32,3
23797,Ultra Lotto 6/58,2016-01-08,50000000.0,0,Friday,38,35,33,8,49,52
23841,Ultra Lotto 6/58,2016-01-03,50000000.0,1,Sunday,26,10,5,24,49,12
23894,Ultra Lotto 6/58,2015-12-27,50000000.0,0,Sunday,13,27,23,11,1,9
23947,Ultra Lotto 6/58,2015-12-20,50000000.0,0,Sunday,16,7,50,3,26,53
23965,Ultra Lotto 6/58,2015-12-18,50000000.0,0,Friday,53,30,54,41,43,26
24009,Ultra Lotto 6/58,2015-12-13,50000000.0,0,Sunday,50,52,9,33,8,31
24027,Ultra Lotto 6/58,2015-12-11,50000000.0,0,Friday,8,55,11,33,5,10
24071,Ultra Lotto 6/58,2015-12-06,50000000.0,0,Sunday,38,33,11,25,54,41
24089,Ultra Lotto 6/58,2015-12-04,50000000.0,0,Friday,22,28,1,43,6,13
24133,Ultra Lotto 6/58,2015-11-29,50000000.0,0,Sunday,19,51,38,17,43,4
24151,Ultra Lotto 6/58,2015-11-27,50000000.0,0,Friday,32,51,27,1,16,20
24195,Ultra Lotto 6/58,2015-11-22,50000000.0,0,Sunday,15,48,31,4,43,13
24213,Ultra Lotto 6/58,2015-11-20,50000000.0,0,Friday,33,54,45,20,14,12
24257,Ultra Lotto 6/58,2015-11-15,50000000.0,0,Sunday,20,1,4,40,51,2
24275,Ultra Lotto 6/58,2015-11-13,50000000.0,0,Friday,48,15,1,35,26,22
24319,Ultra Lotto 6/58,2015-11-08,50000000.0,0,Sunday,48,52,14,58,23,38
24337,Ultra Lotto 6/58,2015-11-06,50000000.0,0,Friday,11,22,3,43,34,6
24381,Ultra Lotto 6/58,2015-11-01,50000000.0,0,Sunday,22,3,27,41,43,36
24399,Ultra Lotto 6/58,2015-10-30,277977308.0,1,Friday,22,9,24,16,52,42
24443,Ultra Lotto 6/58,2015-10-25,270329376.0,0,Sunday,49,4,46,34,19,56
24461,Ultra Lotto 6/58,2015-10-23,263870888.0,0,Friday,16,15,18,46,8,29
24505,Ultra Lotto 6/58,2015-10-18,256317648.0,0,Sunday,54,19,15,3,20,50
24523,Ultra Lotto 6/58,2015-10-16,250746184.0,0,Friday,5,37,16,28,14,44
24567,Ultra Lotto 6/58,2015-10-11,243152252.0,0,Sunday,38,10,42,13,25,46
24585,Ultra Lotto 6/58,2015-10-09,236892056.0,0,Friday,55,8,39,32,14,45
24629,Ultra Lotto 6/58,2015-10-04,229955648.0,0,Sunday,10,24,38,12,50,8
24647,Ultra Lotto 6/58,2015-10-02,223913368.0,0,Friday,40,48,27,9,36,39
24691,Ultra Lotto 6/58,2015-09-27,216967656.0,0,Sunday,6,34,18,49,54,4
24709,Ultra Lotto 6/58,2015-09-25,211057824.0,0,Friday,25,14,35,13,2,53
24753,Ultra Lotto 6/58,2015-09-20,204398484.0,0,Sunday,11,43,4,9,13,30
24771,Ultra Lotto 6/58,2015-09-18,198885092.0,0,Friday,39,56,49,35,34,15
24815,Ultra Lotto 6/58,2015-09-13,192527088.0,0,Sunday,17,34,56,42,36,40
24833,Ultra Lotto 6/58,2015-09-11,187353392.0,0,Friday,45,13,49,53,16,40
24877,Ultra Lotto 6/58,2015-09-06,181433656.0,0,Sunday,9,55,7,33,19,28
24895,Ultra Lotto 6/58,2015-09-04,176515840.0,0,Friday,45,25,8,13,7,47
24939,Ultra Lotto 6/58,2015-08-30,170933956.0,0,Sunday,21,6,57,56,30,33
24957,Ultra Lotto 6/58,2015-08-28,166789276.0,0,Friday,58,2,54,22,11,25
25001,Ultra Lotto 6/58,2015-08-23,161728512.0,0,Sunday,38,40,50,17,37,22
25019,Ultra Lotto 6/58,2015-08-21,157660836.0,0,Friday,7,19,12,54,40,46
25063,Ultra Lotto 6/58,2015-08-16,153038516.0,0,Sunday,53,29,19,51,26,33
25081,Ultra Lotto 6/58,2015-08-14,148839812.0,0,Friday,56,18,24,13,37,22
25125,Ultra Lotto 6/58,2015-08-09,143934736.0,0,Sunday,54,39,42,20,29,40
25143,Ultra Lotto 6/58,2015-08-07,139959356.0,0,Friday,48,31,22,45,2,30
25187,Ultra Lotto 6/58,2015-08-02,135132208.0,0,Sunday,48,40,24,27,11,29
25205,Ultra Lotto 6/58,2015-07-31,131059732.0,0,Friday,55,52,1,33,31,47
25249,Ultra Lotto 6/58,2015-07-26,126292608.0,0,Sunday,22,13,38,53,48,25
25267,Ultra Lotto 6/58,2015-07-24,122434392.0,0,Friday,38,33,13,35,49,29
25311,Ultra Lotto 6/58,2015-07-19,117967076.0,0,Sunday,12,41,23,9,38,25
25329,Ultra Lotto 6/58,2015-07-17,114137864.0,0,Friday,28,20,14,15,58,51
25373,Ultra Lotto 6/58,2015-07-12,109951260.0,0,Sunday,8,12,44,2,18,27
25391,Ultra Lotto 6/58,2015-07-10,106143884.0,0,Friday,34,5,1,28,18,46
25435,Ultra Lotto 6/58,2015-07-05,101990608.0,0,Sunday,43,35,56,3,53,48
25453,Ultra Lotto 6/58,2015-07-03,98687396.0,0,Friday,5,25,4,24,56,40
25497,Ultra Lotto 6/58,2015-06-28,94529588.0,0,Sunday,23,10,50,43,32,3
25515,Ultra Lotto 6/58,2015-06-26,91298392.0,0,Friday,58,26,18,39,6,38
25559,Ultra Lotto 6/58,2015-06-21,87814112.0,0,Sunday,4,10,21,47,19,27
25577,Ultra Lotto 6/58,2015-06-19,85169492.0,0,Friday,41,33,20,57,7,1
25621,Ultra Lotto 6/58,2015-06-14,81809668.0,0,Sunday,45,11,4,31,32,29
25639,Ultra Lotto 6/58,2015-06-12,79229176.0,0,Friday,41,25,14,29,56,7
25683,Ultra Lotto 6/58,2015-06-07,76181444.0,0,Sunday,13,23,57,44,25,7
25701,Ultra Lotto 6/58,2015-06-05,73621700.0,0,Friday,32,31,41,9,10,44
25745,Ultra Lotto 6/58,2015-05-31,70446100.0,0,Sunday,37,52,54,45,51,35
25763,Ultra Lotto 6/58,2015-05-29,67942176.0,0,Friday,46,51,18,28,22,54
25807,Ultra Lotto 6/58,2015-05-24,64893956.0,0,Sunday,21,11,56,38,18,20
25825,Ultra Lotto 6/58,2015-05-22,62473836.0,0,Friday,34,49,19,2,31,13
25869,Ultra Lotto 6/58,2015-05-17,59530164.0,0,Sunday,9,3,14,53,57,1
25887,Ultra Lotto 6/58,2015-05-15,57026088.0,0,Friday,41,15,29,11,39,33
25931,Ultra Lotto 6/58,2015-05-10,54100016.0,0,Sunday,47,43,39,23,36,51
25949,Ultra Lotto 6/58,2015-05-08,51636696.0,0,Friday,13,17,48,50,51,39
25993,Ultra Lotto 6/58,2015-05-03,50000000.0,0,Sunday,43,30,52,46,17,20
26011,Ultra Lotto 6/58,2015-05-01,50000000.0,0,Friday,50,48,25,34,23,15
26055,Ultra Lotto 6/58,2015-04-26,50000000.0,0,Sunday,8,38,40,16,26,4
26073,Ultra Lotto 6/58,2015-04-24,50000000.0,0,Friday,12,13,53,39,1,7
26117,Ultra Lotto 6/58,2015-04-19,50000000.0,0,Sunday,31,48,20,58,25,43
26135,Ultra Lotto 6/58,2015-04-17,50000000.0,0,Friday,27,26,3,41,39,45
26179,Ultra Lotto 6/58,2015-04-12,50000000.0,0,Sunday,11,38,19,10,7,17
26197,Ultra Lotto 6/58,2015-04-10,50000000.0,0,Friday,46,41,36,12,5,11
26268,Ultra Lotto 6/58,2015-03-29,50000000.0,0,Sunday,13,1,16,55,32,27
26286,Ultra Lotto 6/58,2015-03-27,50000000.0,0,Friday,29,46,16,55,38,44
26330,Ultra Lotto 6/58,2015-03-22,50000000.0,0,Sunday,15,35,57,32,38,25
26348,Ultra Lotto 6/58,2015-03-20,50000000.0,0,Friday,12,29,43,6,10,58
26392,Ultra Lotto 6/58,2015-03-15,50000000.0,0,Sunday,5,10,41,14,9,6
26410,Ultra Lotto 6/58,2015-03-13,50000000.0,0,Friday,55,51,26,40,18,43
26454,Ultra Lotto 6/58,2015-03-08,50000000.0,0,Sunday,17,26,38,43,1,2
26472,Ultra Lotto 6/58,2015-03-06,50000000.0,0,Friday,39,54,50,21,32,20
26516,Ultra Lotto 6/58,2015-03-01,50000000.0,0,Sunday,6,42,13,40,11,39
26534,Ultra Lotto 6/58,2015-02-27,50000000.0,0,Friday,6,23,34,21,46,37
26571,Ultra Lotto 6/58,2015-02-22,50000000.0,1,Sunday,47,5,17,16,57,58
26596,Ultra Lotto 6/58,2015-02-20,50000000.0,0,Friday,13,14,7,41,48,39
26640,Ultra Lotto 6/58,2015-02-15,50000000.0,0,Sunday,32,53,5,18,34,29
26658,Ultra Lotto 6/58,2015-02-13,50000000.0,0,Friday,43,24,36,16,39,22
26702,Ultra Lotto 6/58,2015-02-08,50000000.0,0,Sunday,57,5,53,42,18,55
